customer_id,name,gender,dob,phone,email,city,state,signup_date,customer_segment,support_tickets_count
CUST00030,Harshil Arora,M,1988-03-10,7752047116,doshimanthan@example.net,Guwahati,Haryana,2023-12-24,Retail,0
CUST00031,Upkaar Virk,F,1978-11-22,4964990913,wriddhishghose@example.net,Sangli-Miraj & Kupwad,Andhra Pradesh,2024-10-28,Retail,1
CUST00032,Bishakha Bali,M,1971-09-30,7134936183,bhasinnoah@example.com,Bahraich,Bihar,2024-12-31,Premium,1
CUST00033,Neha Magar,F,1984-08-28,7190659401,luthrabanjeet@example.org,Kadapa,Rajasthan,2024-12-02,Retail,1
CUST00034,Pratyush Sarin,F,1991-02-08,1756551256,shagaurang@example.com,North Dumdum,Bihar,2026-06-18,Premium,2
CUST00035,Yoshita Agarwal,F,1992-03-15,6038597703,raksha71@example.org,Kozhikode,Jharkhand,2025-03-28,Retail,0
CUST00037,Harini Tripathi,F,1973-06-17,4499727875,ushah@example.org,Aurangabad,Madhya Pradesh,2024-04-24,Retail,1
CUST00038,Caleb Nadkarni,M,1996-05-19,6270289517,dhawannimrat@example.net,Aurangabad,Meghalaya,2025-11-29,Retail,3
CUST00039,Hamsini Rao,F,1991-10-29,8657809134,chaudhrysachi@example.org,Bhopal,Arunachal Pradesh,2024-07-30,Retail,0
CUST00040,Chaaya Parmer,M,1978-08-17,3869222196,vincentshenoy@example.net,Jaunpur,Himachal Pradesh,2025-07-30,Retail,1
CUST00041,Bhavna Dugar,F,1964-03-06,9464743671,chakrika40@example.net,Panipat,Andhra Pradesh,2025-04-13,Merchant-linked,0
CUST00042,Watika Mangat,F,1997-11-14,9533942104,karan14@example.com,Akola,Gujarat,2024-01-07,Retail,2
CUST00043,Yachana Mahajan,M,2000-06-30,7451712368,lallajatin@example.com,Firozabad,Odisha,2024-09-28,Premium,2
CUST00044,Hritik Kaur,M,1983-04-07,9317461200,keerkrishna@example.com,Uluberia,Sikkim,2026-05-27,Retail,0
CUST00045,Mohammed Sachdeva,M,1992-01-27,9640537735,darsh64@example.org,Malda,Assam,2025-07-25,Retail,1
CUST00046,Chandresh Nath,M,1972-04-29,9318393352,kalpitzachariah@example.com,Bhubaneswar,Sikkim,2026-02-27,Retail,1
CUST00047,Alexander Parmar,F,1998-07-22,9502402681,yochana91@example.com,Srikakulam,Arunachal Pradesh,2025-10-02,Premium,0
CUST00048,Tara Balasubramanian,M,1963-07-22,6617711592,lakshmi98@example.com,Dibrugarh,Punjab,2024-11-20,Retail,1
CUST00049,Tanveer Sani,M,1982-04-23,6576615654,chandfrederick@example.org,Jalandhar,Telangana,2025-10-14,Retail,1
CUST00050,Darpan Narayan,M,1992-10-17,5604945198,hritikpalla@example.net,Raipur,Tripura,2024-06-11,Retail,2
CUST00051,Pushti Bal,F,1989-11-12,244550229,chandtanveer@example.com,Malda,Karnataka,2024-02-03,Retail,0
CUST00053,Chakradev Kannan,F,1979-08-10,343244510,lajitawalia@example.net,Orai,Nagaland,2026-01-23,Premium,0
CUST00054,Ekbal Ranganathan,F,2001-12-31,6071596966,naironveer@example.net,Mirzapur,Assam,2024-11-27,Retail,1
CUST00055,Yagnesh Sarin,M,1988-11-25,6453521818,manbir31@example.org,Davanagere,Goa,2025-05-22,Merchant-linked,0
CUST00056,Peter Tak,F,1982-11-27,9955271774,yashica14@example.com,Agra,Arunachal Pradesh,2024-09-15,Retail,2
CUST00057,Faraj Chana,F,1990-02-26,7980793597,zchauhan@example.com,Dibrugarh,Rajasthan,2024-02-19,Retail,1
CUST00058,Raksha Sarna,M,1985-10-15,5546659051,qmander@example.net,Thoothukudi,Assam,2025-05-01,Retail,0
CUST00059,Inaya Mukherjee,F,2007-01-31,2914865281,patildayamai@example.org,Mau,Tripura,2025-01-18,Retail,2
CUST00060,Laksh Dubey,M,1964-05-03,8880592962,rakshabassi@example.com,Patiala,Manipur,2025-05-31,Retail,1
CUST00061,Vivaan Walla,M,1972-02-12,3597746886,zashilben@example.net,Serampore,Nagaland,2026-05-11,Retail,2
CUST00062,Bhavani Chacko,M,1997-04-06,7826137506,warinder61@example.com,Bhopal,Karnataka,2026-05-07,Retail,3
CUST00063,Madhav Devan,M,1962-06-22,2779010432,xchoudhry@example.com,Barasat,Bihar,2023-10-09,Retail,1
CUST00064,Tanvi Bhatnagar,F,1965-12-15,9808932460,qgrover@example.net,Loni,Kerala,2023-10-31,Premium,0
CUST00065,Madhavi Singhal,F,1962-09-22,5405153195,parth77@example.net,Bhavnagar,Assam,2025-09-20,Merchant-linked,1
CUST00066,Balhaar Memon,F,1970-04-24,548687403,anjali15@example.com,Gandhidham,Madhya Pradesh,2024-08-15,Retail,5
CUST00067,Watika Tank,M,1978-04-08,1616928451,sanaya96@example.org,Etawah,Manipur,2023-10-04,Retail,2
CUST00068,Radhika Maharaj,F,1991-05-01,1658202970,janaki69@example.org,Hospet,Kerala,2024-09-19,Retail,1
CUST00069,Laksh Wagle,M,1978-04-01,4310278681,bhavikaswaminathan@example.org,Bhavnagar,West Bengal,2023-11-06,Retail,1
CUST00070,Sai Chahal,M,1999-07-16,5188442258,warjastak@example.org,Begusarai,Odisha,2024-09-15,Retail,3
CUST00071,Gabriel Bhatti,M,1975-06-25,8669125177,kaisant@example.net,Amravati,Mizoram,2024-01-29,Retail,0
CUST00072,Neel Naidu,F,2005-07-02,5841438424,miteshgarg@example.net,Phusro,Arunachal Pradesh,2026-01-14,Premium,0
CUST00073,Finn Bath,F,2006-03-01,3969078447,sbora@example.org,Gandhidham,Maharashtra,2025-01-16,Retail,3
CUST00074,Harini Dhawan,F,1975-08-22,5625881537,lohitchatterjee@example.org,Yamunanagar,West Bengal,2025-06-05,Retail,2
CUST00075,Nathaniel Narang,M,2005-06-15,3278774701,tanveerpandit@example.org,Ichalkaranji,Meghalaya,2025-05-17,Merchant-linked,4
CUST00076,Bhavika Yadav,M,1961-01-10,6245650609,ethan68@example.com,Phagwara,Bihar,2024-01-04,Retail,2
CUST00077,Meera Prakash,F,1998-10-16,8523986800,dvenkataraman@example.org,Khammam,Punjab,2024-07-24,Premium,1
CUST00078,Chandani Nayar,M,1984-12-26,9470551694,vedant09@example.com,Loni,Rajasthan,2025-09-26,Premium,2
CUST00079,Manbir Kibe,F,1962-02-24,3075626368,zilmiljohal@example.net,Morena,Mizoram,2024-09-24,Retail,1
CUST00080,Tripti Walia,F,1977-01-24,4973348434,varsha58@example.net,Tumkur,Bihar,2025-04-21,Retail,3
CUST00081,Megha Pai,F,2006-06-16,4041574733,laksh19@example.net,Latur,Arunachal Pradesh,2025-08-02,Premium,0
CUST00082,Viraj Ben,M,1965-06-11,7120826773,chakrabortyvincent@example.net,Akola,Maharashtra,2026-03-16,Premium,2
CUST00083,Balhaar Ranganathan,F,1998-06-16,4004991547,yaminisidhu@example.com,Gorakhpur,Karnataka,2024-02-09,Retail,3
CUST00084,Aarini Grewal,M,1961-04-23,4932966851,vanshanaik@example.org,Bhilwara,Madhya Pradesh,2024-04-26,Retail,0
CUST00085,Forum Mittal,M,1988-08-04,4530174268,timothy32@example.com,Malda,Telangana,2026-07-08,Merchant-linked,0
CUST00086,Ojasvi Sinha,F,1996-12-26,3918785191,masongala@example.com,Bhiwandi,Sikkim,2024-03-25,Retail,1
CUST00087,Gavin Uppal,F,1982-01-07,7286790874,kamdarelijah@example.org,Hapur,Tamil Nadu,2023-10-26,Retail,1
CUST00088,Ekapad Sodhi,F,1962-02-27,2265676618,mayawadhwa@example.org,Delhi,Tripura,2023-09-13,Retail,2
CUST00089,Ubika Samra,F,1986-03-02,3752431069,chaudhuribahadurjit@example.com,Sambalpur,Telangana,2023-10-06,Retail,2
CUST00090,Vivaan Zacharia,M,1971-01-24,2843959953,odikamital@example.com,Proddatur,Odisha,2026-03-13,Retail,1
CUST00091,Prisha Tandon,M,1962-11-19,6856624628,maanas70@example.net,Erode,Nagaland,2025-03-06,Retail,1
CUST00092,Xavier Kumer,F,1970-05-24,7518304699,varenyajoshi@example.com,Kanpur,Gujarat,2026-05-14,Retail,4
CUST00093,Varenya Kibe,M,1994-01-09,6385467854,gshukla@example.net,Imphal,Gujarat,2024-09-17,Merchant-linked,1
CUST00094,Chakradev Kant,M,1996-03-19,4899642353,qnazareth@example.com,Jaunpur,Goa,2025-10-08,Premium,0
CUST00095,Omkaar Dey,M,1995-03-18,2808010062,kamdaryashasvi@example.com,Allahabad,Punjab,2025-06-29,Merchant-linked,2
CUST00096,Vinaya Babu,M,1960-12-13,84840862,wrideshhanda@example.net,Raichur,Himachal Pradesh,2025-12-13,Retail,5
CUST00097,Kashvi Ravi,M,1982-09-01,3410166687,tataradha@example.net,Buxar,West Bengal,2026-06-22,Premium,2
CUST00098,Victor Kakar,F,2003-11-24,4014890250,tbose@example.org,Tezpur,Uttarakhand,2026-02-09,Retail,1
CUST00099,Leena Dey,M,1998-07-31,8501631599,mahajanshravya@example.com,Raurkela Industrial Township,Nagaland,2026-05-18,Retail,0
CUST00100,Quincy Rai,F,1964-09-30,3114262655,sai54@example.org,Chandigarh,Goa,2024-11-20,Retail,0
CUST00101,Harshil Bal,F,1964-12-08,9956046618,lajitagara@example.org,Barasat,Himachal Pradesh,2025-01-26,Retail,3
CUST00102,Oliver Saran,F,1973-11-18,7154379937,randhawagaurangi@example.net,Ozhukarai,Manipur,2024-08-10,Retail,1
CUST00103,Charita Nagi,F,1989-08-03,7526547935,ishaan93@example.net,Jamalpur,Andhra Pradesh,2026-05-30,Retail,2
CUST00104,Shaurya Sarma,M,1998-12-04,6724342661,gwarrior@example.net,Tinsukia,Arunachal Pradesh,2025-12-09,Retail,0
CUST00105,Frederick Chopra,M,1997-07-18,2909656101,sanayaprasad@example.com,Giridih,Tamil Nadu,2025-02-02,Retail,0
CUST00106,Aryan Subramanian,F,1965-08-26,1125457387,usethi@example.org,Varanasi,Uttar Pradesh,2025-09-14,Retail,2
CUST00107,Hemal Chopra,F,1993-02-19,3828258673,brandhawa@example.net,Hospet,Odisha,2024-11-19,Premium,1
CUST00108,Tanish Jha,M,1973-12-29,9182553714,lramanathan@example.org,Nagercoil,West Bengal,2024-12-19,Retail,0
CUST00109,Chameli Chad,F,1992-11-23,1341252866,lsampath@example.com,Miryalaguda,Goa,2025-01-22,Retail,0
CUST00110,Rachit Murty,F,2001-01-18,5072368876,fganesh@example.net,Muzaffarnagar,Jharkhand,2023-09-23,Retail,2
CUST00111,Bhavya Ganguly,M,1998-02-09,8819148580,vchaudry@example.net,Bihar Sharif,West Bengal,2026-07-19,Premium,0
CUST00112,Adya Pall,F,2002-01-08,7133959629,panchalavni@example.net,North Dumdum,Tamil Nadu,2024-06-26,Merchant-linked,0
CUST00113,Yoshita Chandran,M,1967-02-22,422325367,cprashad@example.org,Sambhal,Mizoram,2025-10-26,Retail,1
CUST00114,Suhani Sura,F,1976-05-06,1751863637,kalpit97@example.com,Ranchi,Bihar,2025-06-16,Retail,0
CUST00115,Amol Dash,M,2005-03-31,7706324241,noah06@example.net,Muzaffarpur,Maharashtra,2025-07-18,Retail,1
CUST00116,Aarav Kala,M,1983-07-10,9387005162,uchakraborty@example.org,Satara,Kerala,2026-03-15,Retail,0
CUST00117,Lavanya Deol,F,1991-06-07,1890927532,gabrielchaudhry@example.org,Giridih,Telangana,2024-10-01,Retail,2
CUST00118,Divya Dey,M,1972-07-12,3899940438,pmerchant@example.org,Shimla,Madhya Pradesh,2023-12-18,Premium,0
CUST00119,Ekavir Wable,M,2003-04-18,5526965827,atwaladweta@example.org,Allahabad,Uttar Pradesh,2024-10-16,Retail,0
CUST00120,Yachana Sagar,F,1980-12-19,1889241418,mahika91@example.com,Mathura,Arunachal Pradesh,2024-05-06,Retail,0
CUST00121,Jack Setty,M,1990-01-09,4210202758,jonathan41@example.org,Haldia,Himachal Pradesh,2025-02-27,Retail,1
CUST00122,Faraj Taneja,M,1982-06-26,792524191,arorayash@example.org,Bharatpur,Madhya Pradesh,2026-04-26,Premium,0
CUST00123,Balendra Saini,F,1971-05-31,6541951802,dbiswas@example.com,Khammam,Assam,2025-03-31,Retail,4
CUST00124,Jyoti Iyer,F,1974-08-19,9375973832,hiralandra@example.com,Gandhinagar,West Bengal,2025-10-14,Premium,1
CUST00125,Hemang Jha,M,1986-01-24,6702410386,tiwarikiaan@example.net,Aurangabad,Odisha,2025-04-15,Retail,2
CUST00126,Kalpit Khalsa,M,1974-08-20,6557431329,shivanishukla@example.com,Jamshedpur,Nagaland,2024-09-04,Merchant-linked,1
CUST00127,Siya Morar,F,1982-11-16,1249035213,mistryabha@example.org,Machilipatnam,West Bengal,2024-12-13,Retail,1
CUST00128,Girindra Shere,F,1965-07-11,1003236519,bhattacharyyarudra@example.net,Warangal,Assam,2026-04-09,Retail,1
CUST00129,Jason Basak,M,2005-11-12,2966706625,sanaya20@example.net,Sagar,Meghalaya,2024-10-31,Retail,2
CUST00130,Darsh Chahal,M,1974-01-24,6383806578,lipika42@example.org,Kavali,Haryana,2023-09-20,Retail,2
CUST00131,Dalbir Sodhi,M,1986-01-18,2133480396,eeshaparmer@example.net,Nagercoil,Odisha,2025-04-11,Retail,2
CUST00132,Waida More,M,1969-01-22,1039308705,peter50@example.org,Dharmavaram,Tamil Nadu,2026-04-22,Merchant-linked,2
CUST00133,Janya Bora,M,1978-07-26,9154522675,udant92@example.com,Durg,Chhattisgarh,2024-02-25,Retail,1
CUST00134,Mahika Bali,F,1969-05-17,9391725135,sanya04@example.org,Jabalpur,Kerala,2024-05-19,Retail,2
CUST00135,Aarav Bava,M,1979-02-28,2676586179,bandichaitaly@example.org,Bhilwara,Bihar,2023-11-07,Retail,2
CUST00136,Keya Dyal,M,1995-10-09,5997062962,ranveerrout@example.net,Ichalkaranji,Jharkhand,2024-04-28,Premium,0
CUST00137,Maya Swaminathan,M,1968-01-03,614973103,tdalia@example.com,Unnao,Sikkim,2024-05-28,Premium,1
CUST00138,Qasim Prabhakar,F,2003-02-20,2704774349,padmanabhanodika@example.net,Begusarai,Arunachal Pradesh,2026-01-31,Retail,1
CUST00139,Vaishnavi Keer,M,1983-06-30,6089899217,jonathanbasak@example.com,Raebareli,Gujarat,2026-07-17,Retail,1
CUST00140,Aarna Nagarajan,F,2004-05-09,1686854870,achowdhury@example.org,Tezpur,Odisha,2025-05-01,Retail,2
CUST00141,Hitesh Chaudhuri,F,1998-05-08,6467997024,zbarad@example.com,Dhanbad,Telangana,2025-01-07,Retail,2
CUST00142,Kashish Bahri,M,1976-11-07,4471324754,riyakakar@example.com,Hazaribagh,West Bengal,2024-09-21,Retail,3
CUST00143,Yutika Dutt,M,1963-10-14,2890233030,anushapillay@example.com,Amravati,Sikkim,2023-09-21,Premium,0
CUST00144,Vrinda Sehgal,F,1969-02-27,9855241406,timothykar@example.net,Agartala,Rajasthan,2024-10-29,Retail,0
CUST00145,Aditya Som,F,2004-05-21,9034944665,rmittal@example.net,Bhimavaram,Bihar,2023-08-27,Premium,1
CUST00146,Barkha Misra,F,1993-06-27,1545444328,rnagarajan@example.org,Mehsana,Jharkhand,2024-05-22,Retail,0
CUST00147,Nidhi Rama,F,1995-12-31,5387584282,aarnagoswami@example.net,Hubli–Dharwad,Haryana,2024-09-01,Merchant-linked,1
CUST00148,Osha Narula,F,1978-06-23,7170999173,odika02@example.org,Tiruvottiyur,Maharashtra,2026-07-06,Retail,0
CUST00149,Luke Mutti,M,2002-01-11,1752500743,ichakrabarti@example.net,Haldia,Madhya Pradesh,2024-11-18,Retail,1
CUST00150,Leela Agrawal,M,1962-06-12,5058300335,lthakur@example.com,Amritsar,Uttarakhand,2023-10-07,Retail,0
CUST00151,Tamanna Venkatesh,M,1989-04-05,6257532603,thamanomkaar@example.org,Agra,Madhya Pradesh,2026-03-10,Retail,3
CUST00152,Chanakya Bava,M,1992-05-29,167618472,qchaudhuri@example.net,Medininagar,Tamil Nadu,2024-01-13,Premium,1
CUST00153,Yasti Dalal,F,1974-03-16,7393483564,sjohal@example.com,Noida,Andhra Pradesh,2023-09-02,Premium,2
CUST00154,Indrajit Tak,M,1967-10-17,8114374470,jagvi56@example.net,Bareilly,West Bengal,2025-11-04,Retail,0
CUST00155,Aditya Devi,M,1992-06-22,5579415521,lekha76@example.net,Gorakhpur,Chhattisgarh,2025-08-30,Retail,1
CUST00156,Nathaniel Chawla,M,1980-08-08,9729659027,ebatra@example.com,Ahmedabad,Tamil Nadu,2026-03-01,Retail,0
CUST00157,Hamsini Venkataraman,M,1985-09-29,6375628900,egandhi@example.com,New Delhi,Karnataka,2026-06-18,Premium,3
CUST00158,Yashica Kapoor,M,1987-01-22,6317797177,chauhannetra@example.com,Proddatur,Nagaland,2023-08-20,Retail,2
CUST00159,Daksha Trivedi,M,1987-08-17,5503758997,kapadiaaarnav@example.com,Jalna,Nagaland,2025-02-25,Merchant-linked,0
CUST00160,Chakradev Gala,M,1984-04-09,1493316373,dasguptashravya@example.com,Panchkula,Andhra Pradesh,2025-03-06,Premium,2
CUST00161,Rachita Subramanian,M,2005-01-02,9221699586,mitali54@example.com,Durgapur,Maharashtra,2025-05-22,Premium,1
CUST00162,Dipta Kalla,M,1970-04-11,5228851587,pahal08@example.org,Eluru,Chhattisgarh,2023-10-15,Retail,0
CUST00163,Ryan Loke,F,1996-08-23,4420438057,lopakhanna@example.net,Nashik,Madhya Pradesh,2024-10-05,Merchant-linked,1
CUST00164,Chatura Arya,M,1996-05-01,9735989334,oscarvarkey@example.org,Thane,Maharashtra,2024-06-12,Premium,1
CUST00165,Kalpit Dyal,M,1988-08-31,572025909,elijah58@example.org,Saharsa,Assam,2025-12-04,Retail,0
CUST00166,Ojasvi Yadav,F,1979-12-31,3355543987,sanaya39@example.net,Thane,Sikkim,2026-03-20,Premium,4
CUST00167,Ishaan Raju,F,1972-12-13,858877043,ganeshabhimanyu@example.net,Bhagalpur,Sikkim,2025-06-20,Retail,2
CUST00168,Panini Chawla,M,1970-07-03,1207501102,aarnareddy@example.com,Machilipatnam,Maharashtra,2024-07-21,Retail,0
CUST00169,Jagat Warrior,M,1960-12-01,9015814491,ebalasubramanian@example.org,Bhavnagar,Telangana,2024-10-09,Retail,0
CUST00170,Maanas Misra,F,1993-02-22,882100996,shivansh53@example.com,Nanded,Goa,2024-04-11,Retail,1
CUST00171,Rishi Contractor,M,1969-05-04,8781414139,wahabchaudhry@example.com,Jammu,Karnataka,2025-01-18,Retail,1
CUST00172,Damini Dua,F,1987-10-13,5620533645,wsehgal@example.com,Suryapet,Bihar,2024-02-23,Retail,0
CUST00173,Avni Dey,F,2003-06-02,4110809969,urmi25@example.com,Giridih,Telangana,2026-02-17,Retail,0
CUST00174,Ucchal Thaker,M,1985-02-18,5803928272,vedaparmer@example.org,Morbi,Haryana,2023-10-25,Premium,1
CUST00175,Vivaan Basak,M,1992-09-22,6770051844,krisharadhakrishnan@example.com,Hazaribagh,Himachal Pradesh,2024-09-23,Retail,1
CUST00176,Zaitra Ravi,M,1977-07-29,7790827231,rachitdugar@example.com,Berhampur,Maharashtra,2025-12-30,Merchant-linked,1
CUST00177,Vasatika Srinivas,F,1983-08-18,6030299228,ganesanaarna@example.org,Khora ,Odisha,2025-06-29,Premium,4
CUST00178,Frederick Kalita,F,1982-03-13,7236929298,obiswas@example.com,Mira-Bhayandar,Bihar,2023-09-06,Merchant-linked,2
CUST00179,Mason Char,F,1969-02-24,8811729806,waglepushti@example.org,Eluru,Kerala,2025-05-08,Premium,2
CUST00180,Pavani Desai,F,1972-11-07,1498643009,prashadsamesh@example.net,Alappuzha,Kerala,2023-12-11,Retail,1
CUST00181,Zehaan Lal,F,2001-09-03,9594636887,tkulkarni@example.net,Sikar,Telangana,2024-01-14,Retail,2
CUST00182,Victor Sekhon,M,1998-03-23,1386589026,fsaran@example.org,Korba,Kerala,2023-11-13,Retail,2
CUST00183,Leena Rattan,M,1990-02-08,9027703843,omkaarbanik@example.com,Mumbai,Goa,2023-11-20,Retail,1
CUST00184,Mugdha Pandit,M,1992-10-11,9380118489,robertsha@example.com,Bhilwara,Goa,2024-10-26,Retail,1
CUST00185,Elijah Thakur,F,1974-10-04,8489476973,subramaniamjackson@example.com,Eluru,Rajasthan,2025-12-06,Retail,1
CUST00186,Victor Mutti,F,1980-06-06,8804341651,irya39@example.com,Jhansi,Meghalaya,2025-10-13,Retail,1
CUST00187,Wyatt Lanka,M,1970-07-24,3952111790,divya79@example.com,South Dumdum,Tripura,2026-04-21,Retail,2
CUST00188,Mitali Kapadia,M,1996-08-22,867808562,smutti@example.org,Bhagalpur,Madhya Pradesh,2025-04-29,Retail,1
CUST00189,Janaki Lad,M,1969-08-14,3479552763,cmammen@example.org,Ramgarh,Sikkim,2024-04-19,Retail,5
CUST00190,Anamika Keer,M,1987-04-17,3227026728,zashil89@example.org,Navi Mumbai,Tamil Nadu,2024-02-09,Retail,0
CUST00192,Farhan Raj,M,1990-02-02,2256996112,bishakha49@example.net,Gopalpur,Manipur,2025-11-28,Merchant-linked,1
CUST00193,Shravya Sachdev,F,1968-08-31,2341326111,ranganathanfiyaz@example.org,Tadipatri,Chhattisgarh,2023-11-17,Retail,0
CUST00194,Dayamai Karnik,M,1972-07-05,7228200557,sdeshmukh@example.net,Gudivada,Punjab,2024-12-18,Retail,0
CUST00195,Dayita Palan,F,1983-10-03,1745642400,upasna80@example.net,Morena,Jharkhand,2023-08-29,Retail,0
CUST00196,Brinda Kashyap,F,1998-11-17,3686632663,zansimagar@example.com,Haridwar,Gujarat,2026-02-13,Retail,2
CUST00197,Laban Mann,M,1965-12-06,9749735020,mandaamruta@example.org,Bangalore,Haryana,2023-11-24,Premium,1
CUST00198,Wakeeta Kalla,M,1977-01-17,7570512046,rehaankrishna@example.com,Bhilai,Tripura,2025-09-19,Premium,2
CUST00199,Saanvi Kota,F,1996-01-15,3718376452,kulkarnivasana@example.net,Davanagere,Kerala,2026-03-22,Retail,5
CUST00200,Isaiah Keer,M,1991-01-06,249163009,gaurav32@example.com,Tadipatri,Karnataka,2026-05-07,Premium,1
CUST00201,Darpan Parekh,M,1991-07-29,2735857306,sundaramraksha@example.net,Hosur,Tamil Nadu,2025-01-22,Retail,0
CUST00202,Ijaya Naik,M,1995-10-16,9821827448,bgoyal@example.net,Udupi,Haryana,2024-07-26,Retail,0
CUST00203,Lila Gupta,M,1985-10-15,8294565118,azadjaggi@example.org,Nellore,Bihar,2023-09-22,Retail,3
CUST00204,Vrishti Vora,M,1990-08-02,539103717,ypillay@example.net,Tadepalligudem,Himachal Pradesh,2025-03-05,Retail,0
CUST00205,Daksha Brahmbhatt,M,2005-12-22,1386338392,parmartara@example.net,Vasai-Virar,Goa,2025-12-10,Merchant-linked,0
CUST00206,Yamini Nazareth,F,1992-03-12,5585566593,xkumar@example.com,Sikar,Andhra Pradesh,2025-10-01,Premium,0
CUST00207,Amol Vasa,F,1967-02-13,433504888,baradtriveni@example.com,Durgapur,Himachal Pradesh,2024-09-13,Retail,1
CUST00208,Viraj Kunda,F,1999-07-26,9693157279,rajfarhan@example.org,Karnal,Uttarakhand,2024-11-24,Retail,0
CUST00209,Utkarsh Apte,M,1991-01-23,480589258,wsehgal@example.net,Korba,Maharashtra,2024-06-23,Retail,3
CUST00210,Manbir Deo,F,1976-10-08,9086416862,vinayarana@example.net,Kishanganj,Punjab,2026-07-16,Retail,2
CUST00211,Xavier Bora,M,1973-06-01,5911665535,omkaar59@example.com,Gandhidham,Arunachal Pradesh,2026-04-30,Retail,0
CUST00212,Ryan Prakash,M,1968-02-14,1039240514,shaurya83@example.org,Motihari,Meghalaya,2025-06-13,Retail,1
CUST00213,Andrew Puri,F,1988-08-14,4204394070,hritik04@example.net,Ahmednagar,Madhya Pradesh,2025-02-11,Retail,0
CUST00214,Diya Sundaram,M,2002-03-29,2387800384,andrewpalan@example.net,Raichur,Rajasthan,2024-07-06,Retail,0
CUST00215,David Kurian,F,2002-10-23,8432562168,michaelsandhu@example.com,Sultan Pur Majra,Nagaland,2024-01-07,Retail,1
